length,origin_path,augmented
132082,/mnt/d/datasets/wham_noise/wham_noise/tr/40ja010j_1.7218_20ma0108_-1.7218.wav,False
132083,/mnt/d/datasets/wham_noise/wham_noise/tr/01vc0202_0.10763_40na010d_-0.10763.wav,False
132083,/mnt/d/datasets/wham_noise/wham_noise/tr/20kc0109_0.15408_20vc0107_-0.15408.wav,False
132086,/mnt/d/datasets/wham_noise/wham_noise/tr/02ca010v_1.2732_026a0108_-1.2732.wav,False
132093,/mnt/d/datasets/wham_noise/wham_noise/tr/01wo030v_0.10602_40dc0208_-0.10602.wav,False
132113,/mnt/d/datasets/wham_noise/wham_noise/tr/02cc020g_0.16033_029c0205_-0.16033.wav,False
132115,/mnt/d/datasets/wham_noise/wham_noise/tr/01vo0306_0.8146_01za0107_-0.8146.wav,False
132121,/mnt/d/datasets/wham_noise/wham_noise/tr/018c020s_1.9489_01jc021b_-1.9489.wav,False
132121,/mnt/d/datasets/wham_noise/wham_noise/tr/20cc010c_2.1688_20ja0109_-2.1688.wav,False
132126,/mnt/d/datasets/wham_noise/wham_noise/tr/405o030x_0.096697_40ca010l_-0.096697.wav,False
132131,/mnt/d/datasets/wham_noise/wham_noise/tr/021c020z_0.65639_018c020a_-0.65639.wav,False
132136,/mnt/d/datasets/wham_noise/wham_noise/tr/013a010t_0.62191_20na010z_-0.62191.wav,False
132142,/mnt/d/datasets/wham_noise/wham_noise/tr/20ro010a_1.3729_018o030s_-1.3729.wav,False
132143,/mnt/d/datasets/wham_noise/wham_noise/tr/01jc020r_0.47466_409c020a_-0.47466.wav,False
132144,/mnt/d/datasets/wham_noise/wham_noise/tr/205a010s_1.6638_01lc0210_-1.6638.wav,False
132146,/mnt/d/datasets/wham_noise/wham_noise/tr/025a010j_0.4064_02bo030r_-0.4064.wav,False
132152,/mnt/d/datasets/wham_noise/wham_noise/tr/20go0106_2.243_404c0212_-2.243.wav,False
132156,/mnt/d/datasets/wham_noise/wham_noise/tr/01xc020d_2.435_021c021c_-2.435.wav,False
132156,/mnt/d/datasets/wham_noise/wham_noise/tr/406o0302_0.035405_02ca010y_-0.035405.wav,False
132160,/mnt/d/datasets/wham_noise/wham_noise/tr/01tc020o_0.43591_20sa0113_-0.43591.wav,False
132162,/mnt/d/datasets/wham_noise/wham_noise/tr/027a010t_1.2926_023c020l_-1.2926.wav,False
132171,/mnt/d/datasets/wham_noise/wham_noise/tr/401a0107_1.8887_40hc020p_-1.8887.wav,False
132172,/mnt/d/datasets/wham_noise/wham_noise/tr/01ca0114_2.2927_20pa010d_-2.2927.wav,False
132177,/mnt/d/datasets/wham_noise/wham_noise/tr/40ha010m_0.28767_20ec0104_-0.28767.wav,False
132179,/mnt/d/datasets/wham_noise/wham_noise/tr/015o0315_1.0261_01la010y_-1.0261.wav,False
132182,/mnt/d/datasets/wham_noise/wham_noise/tr/02ca010i_2.3257_40ga010o_-2.3257.wav,False
132190,/mnt/d/datasets/wham_noise/wham_noise/tr/021c020p_0.41127_024a0111_-0.41127.wav,False
132193,/mnt/d/datasets/wham_noise/wham_noise/tr/02aa010w_1.2373_01zc020r_-1.2373.wav,False
132197,/mnt/d/datasets/wham_noise/wham_noise/tr/20no010n_0.67178_407a0107_-0.67178.wav,False
132203,/mnt/d/datasets/wham_noise/wham_noise/tr/023o0313_2.2728_20ga010y_-2.2728.wav,False
132207,/mnt/d/datasets/wham_noise/wham_noise/tr/019c0205_0.64609_40co030k_-0.64609.wav,False
132209,/mnt/d/datasets/wham_noise/wham_noise/tr/20ka010t_1.9621_02ac020k_-1.9621.wav,False
132218,/mnt/d/datasets/wham_noise/wham_noise/tr/01ua010b_2.4957_40co030k_-2.4957.wav,False
132219,/mnt/d/datasets/wham_noise/wham_noise/tr/405o030x_5.2094e-07_204a010l_-5.2094e-07.wav,False
132220,/mnt/d/datasets/wham_noise/wham_noise/tr/015c020v_1.9037_20ea010j_-1.9037.wav,False
132222,/mnt/d/datasets/wham_noise/wham_noise/tr/40ec020l_1.7684_01oa010s_-1.7684.wav,False
132227,/mnt/d/datasets/wham_noise/wham_noise/tr/20vc010p_0.70533_020a010f_-0.70533.wav,False
132229,/mnt/d/datasets/wham_noise/wham_noise/tr/40ja0110_1.4883_023a010v_-1.4883.wav,False
132232,/mnt/d/datasets/wham_noise/wham_noise/tr/011a010s_1.7376_01ro0308_-1.7376.wav,False
132236,/mnt/d/datasets/wham_noise/wham_noise/tr/017c0216_0.88205_401a0110_-0.88205.wav,False
132244,/mnt/d/datasets/wham_noise/wham_noise/tr/024a010u_0.77968_01sa0110_-0.77968.wav,False
132244,/mnt/d/datasets/wham_noise/wham_noise/tr/02cc0218_1.5014_20mc0108_-1.5014.wav,False
132264,/mnt/d/datasets/wham_noise/wham_noise/tr/20to0104_1.8698_20ca010p_-1.8698.wav,False
132267,/mnt/d/datasets/wham_noise/wham_noise/tr/20aa010h_0.45846_20ec0104_-0.45846.wav,False
132271,/mnt/d/datasets/wham_noise/wham_noise/tr/208a0114_0.81524_20dc0105_-0.81524.wav,False
132279,/mnt/d/datasets/wham_noise/wham_noise/tr/01nc020g_0.70547_208a010q_-0.70547.wav,False
132280,/mnt/d/datasets/wham_noise/wham_noise/tr/20bc010d_0.2699_016c020k_-0.2699.wav,False
132288,/mnt/d/datasets/wham_noise/wham_noise/tr/01ba010n_0.66158_024a0112_-0.66158.wav,False
132298,/mnt/d/datasets/wham_noise/wham_noise/tr/01bc020x_0.32417_02cc020v_-0.32417.wav,False
132299,/mnt/d/datasets/wham_noise/wham_noise/tr/408o0311_1.0921_028a0101_-1.0921.wav,False
132300,/mnt/d/datasets/wham_noise/wham_noise/tr/01lc0201_1.1382_01sa010w_-1.1382.wav,False
132303,/mnt/d/datasets/wham_noise/wham_noise/tr/01la0110_2.2947_204a010f_-2.2947.wav,False
132305,/mnt/d/datasets/wham_noise/wham_noise/tr/40ma010p_1.2475_027a010n_-1.2475.wav,False
132312,/mnt/d/datasets/wham_noise/wham_noise/tr/20po010j_2.0548_20uc0102_-2.0548.wav,False
132320,/mnt/d/datasets/wham_noise/wham_noise/tr/40ea010b_2.1745_01ta010p_-2.1745.wav,False
132330,/mnt/d/datasets/wham_noise/wham_noise/tr/029o0308_0.22179_026a010h_-0.22179.wav,False
132336,/mnt/d/datasets/wham_noise/wham_noise/tr/20oc0108_1.8328_01qa010b_-1.8328.wav,False
132347,/mnt/d/datasets/wham_noise/wham_noise/tr/40ka010j_2.1806_023a010e_-2.1806.wav,False
132354,/mnt/d/datasets/wham_noise/wham_noise/tr/01qc020a_2.4246_01ma010p_-2.4246.wav,False
132357,/mnt/d/datasets/wham_noise/wham_noise/tr/01ka010n_1.3877_018c020t_-1.3877.wav,False
132357,/mnt/d/datasets/wham_noise/wham_noise/tr/401a0109_0.45644_01ga010d_-0.45644.wav,False
132358,/mnt/d/datasets/wham_noise/wham_noise/tr/01io0317_2.404_20ha0110_-2.404.wav,False
132358,/mnt/d/datasets/wham_noise/wham_noise/tr/20ra010w_1.6472_020a0109_-1.6472.wav,False
132362,/mnt/d/datasets/wham_noise/wham_noise/tr/028c020w_1.1267_20qa010x_-1.1267.wav,False
132368,/mnt/d/datasets/wham_noise/wham_noise/tr/20aa010w_0.33311_017c0206_-0.33311.wav,False
132372,/mnt/d/datasets/wham_noise/wham_noise/tr/20ma0108_0.060448_208o010i_-0.060448.wav,False
132373,/mnt/d/datasets/wham_noise/wham_noise/tr/20ha010t_1.1841_01ca010o_-1.1841.wav,False
132377,/mnt/d/datasets/wham_noise/wham_noise/tr/20qc010l_1.9067_403a010i_-1.9067.wav,False
132385,/mnt/d/datasets/wham_noise/wham_noise/tr/01qa010g_1.5452_021a010r_-1.5452.wav,False
132388,/mnt/d/datasets/wham_noise/wham_noise/tr/01eo0305_1.3791_024a010g_-1.3791.wav,False
132388,/mnt/d/datasets/wham_noise/wham_noise/tr/01kc0202_0.41968_020c020m_-0.41968.wav,False
132404,/mnt/d/datasets/wham_noise/wham_noise/tr/014c021b_1.814_02ec020y_-1.814.wav,False
132409,/mnt/d/datasets/wham_noise/wham_noise/tr/01va0107_1.6055_018c020u_-1.6055.wav,False
132426,/mnt/d/datasets/wham_noise/wham_noise/tr/01ec020m_0.23147_01tc0205_-0.23147.wav,False
132428,/mnt/d/datasets/wham_noise/wham_noise/tr/40na0104_2.4672_40ia010d_-2.4672.wav,False
132435,/mnt/d/datasets/wham_noise/wham_noise/tr/029o031c_1.9818_027a010n_-1.9818.wav,False
132436,/mnt/d/datasets/wham_noise/wham_noise/tr/01ya010i_2.1923_01ec0208_-2.1923.wav,False
132437,/mnt/d/datasets/wham_noise/wham_noise/tr/20oc010l_0.49431_01ya010q_-0.49431.wav,False
132451,/mnt/d/datasets/wham_noise/wham_noise/tr/027c020p_1.6964_401c020j_-1.6964.wav,False
132478,/mnt/d/datasets/wham_noise/wham_noise/tr/016a0101_0.6048_01do030x_-0.6048.wav,False
132479,/mnt/d/datasets/wham_noise/wham_noise/tr/20ta010s_1.1244_018a0108_-1.1244.wav,False
132480,/mnt/d/datasets/wham_noise/wham_noise/tr/204a0113_0.50306_01to031a_-0.50306.wav,False
132487,/mnt/d/datasets/wham_noise/wham_noise/tr/40oa0108_0.9501_017c020d_-0.9501.wav,False
132495,/mnt/d/datasets/wham_noise/wham_noise/tr/01qo0319_1.9491_013a010z_-1.9491.wav,False
132496,/mnt/d/datasets/wham_noise/wham_noise/tr/01kc020d_1.8051_01oo0319_-1.8051.wav,False
132504,/mnt/d/datasets/wham_noise/wham_noise/tr/40oo030p_0.1412_406o0308_-0.1412.wav,False
132514,/mnt/d/datasets/wham_noise/wham_noise/tr/204a0109_0.64409_20ra010r_-0.64409.wav,False
132517,/mnt/d/datasets/wham_noise/wham_noise/tr/019o030w_0.19464_02aa010x_-0.19464.wav,False
132518,/mnt/d/datasets/wham_noise/wham_noise/tr/20rc010c_2.4719_40cc020u_-2.4719.wav,False
132524,/mnt/d/datasets/wham_noise/wham_noise/tr/40ba010s_2.0059_403o0306_-2.0059.wav,False
132537,/mnt/d/datasets/wham_noise/wham_noise/tr/20mo010b_1.6357_40jc020f_-1.6357.wav,False
132543,/mnt/d/datasets/wham_noise/wham_noise/tr/20do010b_0.55277_01kc021a_-0.55277.wav,False
132554,/mnt/d/datasets/wham_noise/wham_noise/tr/019a010r_0.57311_204a010z_-0.57311.wav,False
132556,/mnt/d/datasets/wham_noise/wham_noise/tr/01lo030e_1.627_40oa010r_-1.627.wav,False
132562,/mnt/d/datasets/wham_noise/wham_noise/tr/02cc020f_0.58596_40fa0101_-0.58596.wav,False
132567,/mnt/d/datasets/wham_noise/wham_noise/tr/40ba010l_0.40144_013c021c_-0.40144.wav,False
132571,/mnt/d/datasets/wham_noise/wham_noise/tr/02aa010j_0.71464_01ta010f_-0.71464.wav,False
132575,/mnt/d/datasets/wham_noise/wham_noise/tr/20io010n_2.4496_40eo030l_-2.4496.wav,False
132588,/mnt/d/datasets/wham_noise/wham_noise/tr/01wc0213_2.1122_01do030j_-2.1122.wav,False
132588,/mnt/d/datasets/wham_noise/wham_noise/tr/20hc0106_0.46608_40no030g_-0.46608.wav,False
132594,/mnt/d/datasets/wham_noise/wham_noise/tr/01cc0207_2.4632_40ba010m_-2.4632.wav,False
132594,/mnt/d/datasets/wham_noise/wham_noise/tr/40cc020q_2.4735_403c021c_-2.4735.wav,False
132597,/mnt/d/datasets/wham_noise/wham_noise/tr/01aa010h_0.55292_40ia010j_-0.55292.wav,False
132609,/mnt/d/datasets/wham_noise/wham_noise/tr/01dc0211_0.049786_01ca010s_-0.049786.wav,False
132621,/mnt/d/datasets/wham_noise/wham_noise/tr/20ga010y_1.3369_40ba0110_-1.3369.wav,False
132622,/mnt/d/datasets/wham_noise/wham_noise/tr/20so010m_2.42_01ec0219_-2.42.wav,False
132626,/mnt/d/datasets/wham_noise/wham_noise/tr/02cc020f_1.9506_209c0102_-1.9506.wav,False
132627,/mnt/d/datasets/wham_noise/wham_noise/tr/40bc0218_2.4216_20ia0110_-2.4216.wav,False
132628,/mnt/d/datasets/wham_noise/wham_noise/tr/20jc010o_1.8037_408o030b_-1.8037.wav,False
132630,/mnt/d/datasets/wham_noise/wham_noise/tr/409a010y_1.5058_029a0110_-1.5058.wav,False
132633,/mnt/d/datasets/wham_noise/wham_noise/tr/40ja0104_0.67467_20ma0112_-0.67467.wav,False
132636,/mnt/d/datasets/wham_noise/wham_noise/tr/01ta010o_1.4412_20jc0103_-1.4412.wav,False
132638,/mnt/d/datasets/wham_noise/wham_noise/tr/020c020x_1.8276_02da010m_-1.8276.wav,False
132650,/mnt/d/datasets/wham_noise/wham_noise/tr/20ea010i_1.1707_015o030p_-1.1707.wav,False
132662,/mnt/d/datasets/wham_noise/wham_noise/tr/20ua010e_1.4857_20va010i_-1.4857.wav,False
132664,/mnt/d/datasets/wham_noise/wham_noise/tr/20la010v_1.9745_405a0105_-1.9745.wav,False
132676,/mnt/d/datasets/wham_noise/wham_noise/tr/408a0105_1.3061_01ta010f_-1.3061.wav,False
132683,/mnt/d/datasets/wham_noise/wham_noise/tr/012o030z_0.66884_014a010u_-0.66884.wav,False
132703,/mnt/d/datasets/wham_noise/wham_noise/tr/40ko030f_2.3012_20co010d_-2.3012.wav,False
132707,/mnt/d/datasets/wham_noise/wham_noise/tr/028a0107_1.785_40gc020t_-1.785.wav,False
132708,/mnt/d/datasets/wham_noise/wham_noise/tr/40ic0203_0.76933_019c0213_-0.76933.wav,False
132712,/mnt/d/datasets/wham_noise/wham_noise/tr/019a010w_1.7931_01wo0301_-1.7931.wav,False
132712,/mnt/d/datasets/wham_noise/wham_noise/tr/022o030w_0.28753_021o030a_-0.28753.wav,False
132716,/mnt/d/datasets/wham_noise/wham_noise/tr/023c0211_0.27039_01aa010w_-0.27039.wav,False
132726,/mnt/d/datasets/wham_noise/wham_noise/tr/029o031c_2.1441_021a010q_-2.1441.wav,False
132728,/mnt/d/datasets/wham_noise/wham_noise/tr/40kc020v_2.0186_408c020c_-2.0186.wav,False
132751,/mnt/d/datasets/wham_noise/wham_noise/tr/01lc020y_1.7973_02eo0309_-1.7973.wav,False
132758,/mnt/d/datasets/wham_noise/wham_noise/tr/20ca010k_0.45634_205c010o_-0.45634.wav,False
132768,/mnt/d/datasets/wham_noise/wham_noise/tr/40ka010o_0.68836_20vc0107_-0.68836.wav,False
132770,/mnt/d/datasets/wham_noise/wham_noise/tr/40po031e_0.10691_01sc021a_-0.10691.wav,False
132776,/mnt/d/datasets/wham_noise/wham_noise/tr/01lc021e_2.1659_027o0315_-2.1659.wav,False
132776,/mnt/d/datasets/wham_noise/wham_noise/tr/20mo010m_2.3188_025a010l_-2.3188.wav,False
132783,/mnt/d/datasets/wham_noise/wham_noise/tr/40fo030p_0.9604_022a010c_-0.9604.wav,False
132785,/mnt/d/datasets/wham_noise/wham_noise/tr/20la0108_1.8933_20pc010f_-1.8933.wav,False
132791,/mnt/d/datasets/wham_noise/wham_noise/tr/01wc021b_0.45816_408a0106_-0.45816.wav,False
132793,/mnt/d/datasets/wham_noise/wham_noise/tr/40bo030b_0.82914_013o030g_-0.82914.wav,False
132804,/mnt/d/datasets/wham_noise/wham_noise/tr/20na0112_0.057618_20la010x_-0.057618.wav,False
132807,/mnt/d/datasets/wham_noise/wham_noise/tr/20ea010r_0.4355_409a010l_-0.4355.wav,False
132808,/mnt/d/datasets/wham_noise/wham_noise/tr/018a0101_1.7751_02aa010f_-1.7751.wav,False
132808,/mnt/d/datasets/wham_noise/wham_noise/tr/20go010q_2.112_408o030f_-2.112.wav,False
132809,/mnt/d/datasets/wham_noise/wham_noise/tr/207a010z_0.11484_01ua0112_-0.11484.wav,False
132819,/mnt/d/datasets/wham_noise/wham_noise/tr/40bo0312_1.3786_01fc0215_-1.3786.wav,False
132828,/mnt/d/datasets/wham_noise/wham_noise/tr/20la0110_0.40976_01za0104_-0.40976.wav,False
132837,/mnt/d/datasets/wham_noise/wham_noise/tr/20oa0104_1.9897_40ho0310_-1.9897.wav,False
132842,/mnt/d/datasets/wham_noise/wham_noise/tr/01jc0216_2.4397_40jc020m_-2.4397.wav,False
132843,/mnt/d/datasets/wham_noise/wham_noise/tr/40na010j_0.82423_406a0108_-0.82423.wav,False
132849,/mnt/d/datasets/wham_noise/wham_noise/tr/023o030p_0.86713_20tc010e_-0.86713.wav,False
132851,/mnt/d/datasets/wham_noise/wham_noise/tr/01ia010r_1.5464_40ca0104_-1.5464.wav,False
132851,/mnt/d/datasets/wham_noise/wham_noise/tr/208c010c_0.64041_015c0212_-0.64041.wav,False
132863,/mnt/d/datasets/wham_noise/wham_noise/tr/20la010r_2.3931_02aa0109_-2.3931.wav,False
132867,/mnt/d/datasets/wham_noise/wham_noise/tr/021a0102_1.3584_20la010y_-1.3584.wav,False
132869,/mnt/d/datasets/wham_noise/wham_noise/tr/01ca010s_1.2392_20oa010u_-1.2392.wav,False
132876,/mnt/d/datasets/wham_noise/wham_noise/tr/40ia010o_0.53802_020o031d_-0.53802.wav,False
132879,/mnt/d/datasets/wham_noise/wham_noise/tr/01aa010m_0.47971_013o0317_-0.47971.wav,False
132880,/mnt/d/datasets/wham_noise/wham_noise/tr/01go030v_0.34226_02co0309_-0.34226.wav,False
132880,/mnt/d/datasets/wham_noise/wham_noise/tr/20ja010o_0.55089_20ec010g_-0.55089.wav,False
132886,/mnt/d/datasets/wham_noise/wham_noise/tr/40bc020t_1.4701_40ho0306_-1.4701.wav,False
132891,/mnt/d/datasets/wham_noise/wham_noise/tr/40oc0212_0.7449_024c020w_-0.7449.wav,False
132892,/mnt/d/datasets/wham_noise/wham_noise/tr/403c020o_1.1474_01fa010m_-1.1474.wav,False
132895,/mnt/d/datasets/wham_noise/wham_noise/tr/206a0107_1.2875_20uc0107_-1.2875.wav,False
132900,/mnt/d/datasets/wham_noise/wham_noise/tr/021o030i_0.44667_024o0309_-0.44667.wav,False
132905,/mnt/d/datasets/wham_noise/wham_noise/tr/026o030v_0.20048_404o0318_-0.20048.wav,False
132906,/mnt/d/datasets/wham_noise/wham_noise/tr/405c020m_0.25796_20da0114_-0.25796.wav,False
132919,/mnt/d/datasets/wham_noise/wham_noise/tr/01ka010f_1.9837_20ta0104_-1.9837.wav,False
132932,/mnt/d/datasets/wham_noise/wham_noise/tr/024a010q_1.2857_017o030m_-1.2857.wav,False
132942,/mnt/d/datasets/wham_noise/wham_noise/tr/20aa010q_0.40946_20ea0111_-0.40946.wav,False
132954,/mnt/d/datasets/wham_noise/wham_noise/tr/20ma010w_1.5436_01da010y_-1.5436.wav,False
132955,/mnt/d/datasets/wham_noise/wham_noise/tr/013c0205_2.2588_022o0303_-2.2588.wav,False
132964,/mnt/d/datasets/wham_noise/wham_noise/tr/01ac020b_1.2455_206o0103_-1.2455.wav,False
132964,/mnt/d/datasets/wham_noise/wham_noise/tr/409a0106_0.99701_403a010h_-0.99701.wav,False
132969,/mnt/d/datasets/wham_noise/wham_noise/tr/022c0215_1.2175_20ia010p_-1.2175.wav,False
132986,/mnt/d/datasets/wham_noise/wham_noise/tr/408c021g_0.016611_20vc0102_-0.016611.wav,False
132987,/mnt/d/datasets/wham_noise/wham_noise/tr/01lc0207_0.25362_20oa0112_-0.25362.wav,False
132999,/mnt/d/datasets/wham_noise/wham_noise/tr/01mo030f_1.7184_20ao0103_-1.7184.wav,False
133010,/mnt/d/datasets/wham_noise/wham_noise/tr/01gc020i_2.4885_01xa0108_-2.4885.wav,False
133017,/mnt/d/datasets/wham_noise/wham_noise/tr/20ea010w_2.4019_020c0204_-2.4019.wav,False
133020,/mnt/d/datasets/wham_noise/wham_noise/tr/40ba010a_1.5245_01to030f_-1.5245.wav,False
133023,/mnt/d/datasets/wham_noise/wham_noise/tr/408a0101_2.0003_20cc0109_-2.0003.wav,False
133025,/mnt/d/datasets/wham_noise/wham_noise/tr/207c0102_0.69682_40bo0305_-0.69682.wav,False
133028,/mnt/d/datasets/wham_noise/wham_noise/tr/403a010c_1.0253_20cc010a_-1.0253.wav,False
133029,/mnt/d/datasets/wham_noise/wham_noise/tr/028a0105_1.6887_40oo030y_-1.6887.wav,False
133042,/mnt/d/datasets/wham_noise/wham_noise/tr/01rc021d_0.6914_20uc0106_-0.6914.wav,False
133044,/mnt/d/datasets/wham_noise/wham_noise/tr/20ic0101_0.66439_20jc010p_-0.66439.wav,False
133050,/mnt/d/datasets/wham_noise/wham_noise/tr/026c021c_2.4695_01da0101_-2.4695.wav,False
133059,/mnt/d/datasets/wham_noise/wham_noise/tr/20aa0107_1.5524_40ec0212_-1.5524.wav,False
133061,/mnt/d/datasets/wham_noise/wham_noise/tr/013c0209_1.1395_01jo0308_-1.1395.wav,False
133063,/mnt/d/datasets/wham_noise/wham_noise/tr/20pa010w_2.0881_40co0311_-2.0881.wav,False
133073,/mnt/d/datasets/wham_noise/wham_noise/tr/20ja010g_0.68183_02ea0110_-0.68183.wav,False
133073,/mnt/d/datasets/wham_noise/wham_noise/tr/40la0109_1.8231_40ja010b_-1.8231.wav,False
133073,/mnt/d/datasets/wham_noise/wham_noise/tr/40la0113_0.27361_20hc010b_-0.27361.wav,False
133074,/mnt/d/datasets/wham_noise/wham_noise/tr/01wo030j_0.83876_02do030t_-0.83876.wav,False
133084,/mnt/d/datasets/wham_noise/wham_noise/tr/40la010a_2.2154_021a010l_-2.2154.wav,False
133086,/mnt/d/datasets/wham_noise/wham_noise/tr/20ja010c_2.2586_20eo010g_-2.2586.wav,False
133088,/mnt/d/datasets/wham_noise/wham_noise/tr/20ra010l_0.97689_016o030a_-0.97689.wav,False
133095,/mnt/d/datasets/wham_noise/wham_noise/tr/027o030l_1.373_40oa010c_-1.373.wav,False
133110,/mnt/d/datasets/wham_noise/wham_noise/tr/40eo030e_0.36362_40ac020z_-0.36362.wav,False
133118,/mnt/d/datasets/wham_noise/wham_noise/tr/40ma010w_0.38795_02ca0103_-0.38795.wav,False
133124,/mnt/d/datasets/wham_noise/wham_noise/tr/025a0104_1.5399_20oa0102_-1.5399.wav,False
133130,/mnt/d/datasets/wham_noise/wham_noise/tr/209a010h_1.6324_01mc020w_-1.6324.wav,False
133130,/mnt/d/datasets/wham_noise/wham_noise/tr/20oc010j_2.3428_40fc0218_-2.3428.wav,False
133131,/mnt/d/datasets/wham_noise/wham_noise/tr/20sc010j_0.44907_40no030s_-0.44907.wav,False
133135,/mnt/d/datasets/wham_noise/wham_noise/tr/20ca010x_0.22448_20ja010a_-0.22448.wav,False
133137,/mnt/d/datasets/wham_noise/wham_noise/tr/01tc0204_0.7893_024a010i_-0.7893.wav,False
133152,/mnt/d/datasets/wham_noise/wham_noise/tr/01va010f_0.045511_01fa010r_-0.045511.wav,False
133157,/mnt/d/datasets/wham_noise/wham_noise/tr/20uc0102_1.8135_01sc0216_-1.8135.wav,False
133162,/mnt/d/datasets/wham_noise/wham_noise/tr/40no030u_0.24629_405c020x_-0.24629.wav,False
133165,/mnt/d/datasets/wham_noise/wham_noise/tr/40mo031d_1.8628_01mc020w_-1.8628.wav,False
133166,/mnt/d/datasets/wham_noise/wham_noise/tr/20ba0104_1.5533_20ma010y_-1.5533.wav,False
133169,/mnt/d/datasets/wham_noise/wham_noise/tr/405a010t_1.6421_403o0307_-1.6421.wav,False
133181,/mnt/d/datasets/wham_noise/wham_noise/tr/01ec020u_0.98277_025a0103_-0.98277.wav,False
133182,/mnt/d/datasets/wham_noise/wham_noise/tr/40oo0319_0.57658_40da010m_-0.57658.wav,False
133189,/mnt/d/datasets/wham_noise/wham_noise/tr/401a0112_1.1357_40ba010e_-1.1357.wav,False
133212,/mnt/d/datasets/wham_noise/wham_noise/tr/01pa0101_0.50559_40ba010r_-0.50559.wav,False
133213,/mnt/d/datasets/wham_noise/wham_noise/tr/40hc0210_1.1906_01bc0203_-1.1906.wav,False
133217,/mnt/d/datasets/wham_noise/wham_noise/tr/403o030w_1.1518_02ac0217_-1.1518.wav,False
133222,/mnt/d/datasets/wham_noise/wham_noise/tr/40oc020e_0.51679_205c010d_-0.51679.wav,False
133234,/mnt/d/datasets/wham_noise/wham_noise/tr/40oa0102_0.70766_40da010x_-0.70766.wav,False
133240,/mnt/d/datasets/wham_noise/wham_noise/tr/024a0112_0.50692_011a0102_-0.50692.wav,False
133244,/mnt/d/datasets/wham_noise/wham_noise/tr/01ra0101_1.2188_20fc010q_-1.2188.wav,False
133246,/mnt/d/datasets/wham_noise/wham_noise/tr/017c020l_2.4177_403a0108_-2.4177.wav,False
133256,/mnt/d/datasets/wham_noise/wham_noise/tr/01oa010k_0.60354_408c020w_-0.60354.wav,False
133257,/mnt/d/datasets/wham_noise/wham_noise/tr/20ca010i_1.7154_019c021h_-1.7154.wav,False
133259,/mnt/d/datasets/wham_noise/wham_noise/tr/401a010t_1.0667_20ra010f_-1.0667.wav,False
133265,/mnt/d/datasets/wham_noise/wham_noise/tr/20nc0108_1.5519_02ao0304_-1.5519.wav,False
133274,/mnt/d/datasets/wham_noise/wham_noise/tr/02ba010m_0.61869_20pc010p_-0.61869.wav,False
133288,/mnt/d/datasets/wham_noise/wham_noise/tr/01na010k_0.07953_40la010l_-0.07953.wav,False
133293,/mnt/d/datasets/wham_noise/wham_noise/tr/204a0103_0.63931_01ka010y_-0.63931.wav,False
133299,/mnt/d/datasets/wham_noise/wham_noise/tr/40ba0114_0.44869_206a010e_-0.44869.wav,False
133301,/mnt/d/datasets/wham_noise/wham_noise/tr/20ha010a_1.8579_01ra010d_-1.8579.wav,False
133304,/mnt/d/datasets/wham_noise/wham_noise/tr/209a010q_2.1409_206o010q_-2.1409.wav,False
133306,/mnt/d/datasets/wham_noise/wham_noise/tr/019o030v_1.0178_20ta0106_-1.0178.wav,False
133309,/mnt/d/datasets/wham_noise/wham_noise/tr/40mc020t_0.75159_206o0103_-0.75159.wav,False
133313,/mnt/d/datasets/wham_noise/wham_noise/tr/40oo030g_2.1614_01ra010p_-2.1614.wav,False
133316,/mnt/d/datasets/wham_noise/wham_noise/tr/20ro0105_1.3797_40co030u_-1.3797.wav,False
133323,/mnt/d/datasets/wham_noise/wham_noise/tr/20ja0113_1.8561_01la0101_-1.8561.wav,False
133323,/mnt/d/datasets/wham_noise/wham_noise/tr/403o030n_2.2095_01yc021e_-2.2095.wav,False
133332,/mnt/d/datasets/wham_noise/wham_noise/tr/20ia010n_2.2664_028c020o_-2.2664.wav,False
133334,/mnt/d/datasets/wham_noise/wham_noise/tr/208a010o_0.068088_40ha010v_-0.068088.wav,False
133336,/mnt/d/datasets/wham_noise/wham_noise/tr/20to010m_2.0647_024c0209_-2.0647.wav,False
133356,/mnt/d/datasets/wham_noise/wham_noise/tr/01oa010e_1.3485_016c020l_-1.3485.wav,False
133363,/mnt/d/datasets/wham_noise/wham_noise/tr/01pc020m_1.9363_40oc020h_-1.9363.wav,False
133367,/mnt/d/datasets/wham_noise/wham_noise/tr/20fa0107_2.1032_40oc021d_-2.1032.wav,False
133367,/mnt/d/datasets/wham_noise/wham_noise/tr/40ia010u_1.6849_024c021e_-1.6849.wav,False
133373,/mnt/d/datasets/wham_noise/wham_noise/tr/02dc0207_1.8021_40ga010w_-1.8021.wav,False
133375,/mnt/d/datasets/wham_noise/wham_noise/tr/20oa0101_0.98384_01ka0102_-0.98384.wav,False
133384,/mnt/d/datasets/wham_noise/wham_noise/tr/20ca0107_2.1063_408a010l_-2.1063.wav,False
133386,/mnt/d/datasets/wham_noise/wham_noise/tr/40eo030x_0.77811_01ko0309_-0.77811.wav,False
133388,/mnt/d/datasets/wham_noise/wham_noise/tr/20ja010x_2.0497_029o030s_-2.0497.wav,False
133389,/mnt/d/datasets/wham_noise/wham_noise/tr/01dc020n_2.243_40ac020j_-2.243.wav,False
